"file_path","change_type","lane","should_commit","sensitivity","contains_secret_material","source_state","target_commit_group","review_required","notes"
"powerplatform/settings/deployment-settings.dev.json","added","powerplatform_metadata","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Platform metadata artifact"
"powerplatform/settings/deployment-settings.prod.template.json","added","powerplatform_metadata","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Platform metadata artifact"
"powerplatform/settings/deployment-settings.test.template.json","added","powerplatform_metadata","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Platform metadata artifact"
"powerplatform/solution/solution.manifest.yml","added","powerplatform_metadata","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Platform metadata artifact"
"powerplatform/workqueues/pilot/workqueue_pilot_items.json","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/workqueues/schemas/agent_dispatch.schema.json","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/workqueues/schemas/connection_seed.schema.json","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/workqueues/schemas/dataverse_apply.schema.json","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/workqueues/schemas/drift_detection.schema.json","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/workqueues/schemas/evidence_publish.schema.json","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/workqueues/schemas/exception_remediation.schema.json","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/workqueues/schemas/gate_review.schema.json","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/workqueues/schemas/matrix_intake.schema.json","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/workqueues/workqueue.manifest.yml","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"readbacks/connections/READBACK_CONNECTION_REGISTRY_DEDUP_AND_SEED_PREP.md","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"readbacks/connections/READBACK_CONNECTION_SURFACE_RECONCILIATION.md","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"readbacks/dataverse/READBACK_CODEX_DATAVERSE_DEV_PROVISIONING.md","added","governance_evidence_closeout","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","governance readback/validation evidence"
"readbacks/dataverse/READBACK_DATAVERSE_DEV_METADATA_ONLY_BINDING_PRECHECK.md","added","governance_evidence_closeout","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","governance readback/validation evidence"
"readbacks/dataverse/READBACK_DATAVERSE_DEV_METADATA_ONLY_SEED_APPLY.md","added","governance_evidence_closeout","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","governance readback/validation evidence"
"readbacks/powerautomate/00_FREEZE_DATAVERSE_SEEDED_STATE_BEFORE_WORK_QUEUE_BINDING.md","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"readbacks/powerautomate/READBACK_WORK_QUEUE_OPERATIONAL_BINDING_FROM_SEEDED_DATAVERSE.md","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"readbacks/versioning/READBACK_LOCAL_PACKAGE_REVIEW_AND_VERSIONING_READY.md","added","local_package_versioning_evidence","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","local package review/versioning evidence generated by versioning carril"
"validation/connections/CONNECTION_DEDUP_VALIDATION_REPORT.md","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"validation/connections/CONNECTION_REGISTRY_GATES.md","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"validation/connections/CONNECTION_REGISTRY_PRECHECKS.md","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"validation/connections/DATAVERSE_CONNECTION_SEED_GATES.md","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"validation/connections/DATAVERSE_CONNECTION_SEED_PRECHECKS.md","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"validation/dataverse/DATAVERSE_CONNECTION_SEED_VALIDATION_REPORT.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"validation/dataverse/DATAVERSE_DEV_METADATA_ONLY_BINDING_PRECHECKS.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"validation/dataverse/DATAVERSE_DEV_METADATA_ONLY_POSTCHECK.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"validation/dataverse/DATAVERSE_PRECHECKS.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"validation/dataverse/DATAVERSE_SYNC_GATES.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"validation/dataverse/DATAVERSE_VALIDATION_REPORT.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"validation/openai/OPENAI_API_METADATA_ONLY_PREFLIGHT.md","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"validation/openai/OPENAI_API_METADATA_ONLY_VALIDATION_REPORT.md","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"validation/powerautomate/PARALLEL_WORK_QUEUE_PREFLIGHT.md","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"validation/powerautomate/WORK_QUEUE_BINDING_VALIDATION_REPORT.md","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"validation/powerautomate/WORK_QUEUE_ENVIRONMENT_PRECHECK.md","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"validation/powerautomate/WORK_QUEUE_OPERATIONAL_POSTCHECK.md","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"validation/versioning/LOCAL_PACKAGE_CONTINUATION_PREFLIGHT.md","added","local_package_versioning_evidence","yes","non_sensitive","no","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","continuation preflight evidence generated before group commits"
"validation/versioning/LOCAL_PACKAGE_SECRET_SCAN_REPORT.md","added","local_package_versioning_evidence","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","local package review/versioning evidence generated by versioning carril"
"validation/versioning/LOCAL_PACKAGE_VERSIONING_VALIDATION_REPORT.md","added","local_package_versioning_evidence","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","local package review/versioning evidence generated by versioning carril"
