"index_order","surface_name","surface_kind","base_template","hidden","item_count","default_view_url","operational_cluster","priority_band","use_now","cabina_role","other_cabina_use","relation_shape","upstream_anchor","downstream_anchor","derived_action","next_action","flow_summary","evidence_ref","notes"
"69","SEI_Conceptos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SEI_Conceptos/AllItems.aspx","semantics","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"70","SEI_MapeosLocales","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SEI_MapeosLocales/AllItems.aspx","semantics","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"71","SEI_Namespaces","list","100","False","5","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SEI_Namespaces/AllItems.aspx","semantics","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"72","SEI_Relaciones","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SEI_Relaciones/AllItems.aspx","semantics","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"73","SEI_Terminos","list","100","False","3","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SEI_Terminos/AllItems.aspx","semantics","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"74","SEI_Versiones","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SEI_Versiones/AllItems.aspx","semantics","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"75","SYS_Ambientes","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_Ambientes/AllItems.aspx","system","P2","review","system_list","compare_only","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","read_before_reuse","read_and_compare_before_use","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"76","SYS_ArtefactosDeclarativos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_ArtefactosDeclarativos/AllItems.aspx","system","P2","review","system_list","compare_only","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","read_before_reuse","read_and_compare_before_use","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"77","SYS_Componentes","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_Componentes/AllItems.aspx","system","P2","review","system_list","compare_only","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","read_before_reuse","read_and_compare_before_use","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"78","SYS_Conexiones","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_Conexiones/AllItems.aspx","system","P2","review","system_list","compare_only","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","read_before_reuse","read_and_compare_before_use","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"79","SYS_Dependencias","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_Dependencias/AllItems.aspx","system","P2","review","system_list","compare_only","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","read_before_reuse","read_and_compare_before_use","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"80","SYS_ErroresSoluciones","list","100","False","13","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_ErroresSoluciones/AllItems.aspx","system","P2","review","system_list","compare_only","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","read_before_reuse","read_and_compare_before_use","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"81","SYS_HealthChecks","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_HealthChecks/AllItems.aspx","system","P2","review","system_list","compare_only","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","read_before_reuse","read_and_compare_before_use","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"82","SYS_Permisos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_Permisos/AllItems.aspx","system","P2","review","system_list","compare_only","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","read_before_reuse","read_and_compare_before_use","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"83","SYS_RiesgosSistema","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_RiesgosSistema/AllItems.aspx","system","P2","review","system_list","compare_only","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","read_before_reuse","read_and_compare_before_use","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"84","TRN_CasosPracticos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/TRN_CasosPracticos/AllItems.aspx","training","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"85","TRN_Modulos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/TRN_Modulos/AllItems.aspx","training","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"86","TRN_RutasAprendizaje","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/TRN_RutasAprendizaje/AllItems.aspx","training","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"87","UX_ComponentesVisuales","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/UX_ComponentesVisuales/AllItems.aspx","ux","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"88","UX_VistasPatron","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/UX_VistasPatron/AllItems.aspx","ux","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"89","VOC_Microcopy","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/VOC_Microcopy/AllItems.aspx","voice","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"90","VOC_PlantillasMensajes","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/VOC_PlantillasMensajes/AllItems.aspx","voice","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"91","WB_MapeoTaxonomico","list","100","False","45","/sites/SYS-GobiernoOperativo-PILOTO/Lists/WB_MapeoTaxonomico/AllItems.aspx","worklist","P2","review","working_list","compare_only","working_register_flow","execution outcomes; governance bundle","decisions; risks; learnings; capabilities","read_before_reuse","read_and_compare_before_use","Working list captures operational evidence and feeds review loops.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"92","WB_RevisionSemanal","list","100","False","3","/sites/SYS-GobiernoOperativo-PILOTO/Lists/WB_RevisionSemanal/AllItems.aspx","worklist","P2","active","working_list","compare_only","working_register_flow","execution outcomes; governance bundle","decisions; risks; learnings; capabilities","read_before_reuse","read_and_compare_before_use","Working list captures operational evidence and feeds review loops.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live name currently uses no underscore; captures the naming drift observed today"
"93","WB_TaxonomiaFederada","list","100","False","16","/sites/SYS-GobiernoOperativo-PILOTO/Lists/WB_TaxonomiaFederada/AllItems.aspx","worklist","P2","review","working_list","compare_only","working_register_flow","execution outcomes; governance bundle","decisions; risks; learnings; capabilities","read_before_reuse","read_and_compare_before_use","Working list captures operational evidence and feeds review loops.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"94","WB_ValoresCanonicos","list","100","False","14","/sites/SYS-GobiernoOperativo-PILOTO/Lists/WB_ValoresCanonicos/AllItems.aspx","worklist","P2","review","working_list","compare_only","working_register_flow","execution outcomes; governance bundle","decisions; risks; learnings; capabilities","read_before_reuse","read_and_compare_before_use","Working list captures operational evidence and feeds review loops.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"95","appdata","other","125","True","0","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/appdata","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"96","appfiles","other","126","True","0","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/appfiles","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"97","Biblioteca de registros de mantenimiento","other","175","True","2","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/MaintenanceLogs/Forms/AllItems.aspx","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"98","Diseños compuestos","other","124","True","18","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/design/AllItems.aspx","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"99","DO_NOT_DELETE_SPLIST_SITECOLLECTION_AGGREGATED_CONTENTTYPES","list","100","True","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/DO_NOT_DELETE_SPLIST_SITECOLLECTION_AGGREGATED_CONTENTTYPES/AllItems.aspx","site_surface","P3","defer","list","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"100","Formularios convertidos","other","10102","True","0","/sites/SYS-GobiernoOperativo-PILOTO/IWConvertedForms/Forms/AllItems.aspx","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"101","Galería de elementos web","other","113","True","22","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/wp/Forms/AllItems.aspx","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"102","Galería de páginas principales","other","116","True","175","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/masterpage/Forms/AllItems.aspx","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"103","Galería de plantillas de listas","other","114","True","0","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/lt/Forms/AllItems.aspx","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"104","Galería de soluciones","other","121","True","0","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/solutions/Forms/AllItems.aspx","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"105","Galería de temas","other","123","True","41","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/theme/Forms/AllItems.aspx","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"106","Lista de información del usuario","other","112","True","15","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/users/detail.aspx","site_surface","P3","defer","other","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"107","TaxonomyHiddenList","list","100","True","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/TaxonomyHiddenList/AllItems.aspx","site_surface","P3","defer","list","defer_or_archive","deferred_or_archive_flow","reference surfaces; historic carryover","archive; review; gated reactivation","do_not_use_now","defer_until_gated","Non-primary surface stays available for review or archive.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
