"review_id","generated_at_utc","source_type","source_registry_id","display_name","issue_class","severity","current_signal","recommended_action","allowed_now","blocked_now","approval_scope","rollback_required","postcheck_required","evidence_source","governance_status","stop_condition"
"entra.review.d936e60a14ad","2026-06-03T23:43:33.7127027Z","oauth2_permission_grant","entra.grant.95c208a2afb9","SharePoint Online Web Client Extensibility -> Graph Connector Service","write_capable_delegated_grant","HIGH","write_scope_count=2;write_scope_names=ExternalConnection.ReadWrite.All;Sites.FullControl.All","review_scope_need_then_prepare_revoke_or_keep_decision_by_grant","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","grant_review_only; no revoke/update now","if later revoked require re-consent path and affected app owner","grant still present or revoked exactly as approved; no extra grants changed","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","grant_delete_attempted_without_artifact_approval|permission_mutation_attempted|business_owner_missing"
"entra.review.7ea655754bd5","2026-06-03T23:43:33.7127027Z","oauth2_permission_grant","entra.grant.4689f80945e2","SharePoint Online Web Client Extensibility -> Microsoft Forms","write_capable_delegated_grant","HIGH","write_scope_count=1;write_scope_names=Forms.ReadWrite","review_scope_need_then_prepare_revoke_or_keep_decision_by_grant","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","grant_review_only; no revoke/update now","if later revoked require re-consent path and affected app owner","grant still present or revoked exactly as approved; no extra grants changed","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","grant_delete_attempted_without_artifact_approval|permission_mutation_attempted|business_owner_missing"
"entra.review.c97d0f8400cc","2026-06-03T23:43:33.7127027Z","oauth2_permission_grant","entra.grant.716a39e7f8ee","SharePoint Online Web Client Extensibility -> Microsoft Graph","write_capable_delegated_grant","HIGH","write_scope_count=5;write_scope_names=Files.ReadWrite.All;Group-Conversation.ReadWrite.All;Tasks.ReadWrite;TeamsAppInstallation.ReadWriteForTeam;TeamsAppInstallation.ReadWriteSelfForTeam","review_scope_need_then_prepare_revoke_or_keep_decision_by_grant","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","grant_review_only; no revoke/update now","if later revoked require re-consent path and affected app owner","grant still present or revoked exactly as approved; no extra grants changed","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","grant_delete_attempted_without_artifact_approval|permission_mutation_attempted|business_owner_missing"
"entra.review.12189d57022a","2026-06-03T23:43:33.7127027Z","oauth2_permission_grant","entra.grant.b0fcac89dd4c","SharePoint Online Web Client Extensibility -> Office 365 SharePoint Online","write_capable_delegated_grant","HIGH","write_scope_count=4;write_scope_names=Files.ReadWrite.All;Sites.FullControl.All;Sites.ReadWrite.All;TermStore.ReadWrite.All","review_scope_need_then_prepare_revoke_or_keep_decision_by_grant","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","grant_review_only; no revoke/update now","if later revoked require re-consent path and affected app owner","grant still present or revoked exactly as approved; no extra grants changed","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","grant_delete_attempted_without_artifact_approval|permission_mutation_attempted|business_owner_missing"
"entra.review.b1598996632d","2026-06-03T23:43:33.7127027Z","oauth2_permission_grant","entra.grant.7522efd8bf36","SharePoint Online Web Client Extensibility -> Power BI Service","write_capable_delegated_grant","HIGH","write_scope_count=1;write_scope_names=UserState.ReadWrite.All","review_scope_need_then_prepare_revoke_or_keep_decision_by_grant","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","grant_review_only; no revoke/update now","if later revoked require re-consent path and affected app owner","grant still present or revoked exactly as approved; no extra grants changed","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","grant_delete_attempted_without_artifact_approval|permission_mutation_attempted|business_owner_missing"
"entra.review.503c6b0986b1","2026-06-03T23:43:33.7127027Z","oauth2_permission_grant","entra.grant.214c0a630ad4","TGE SDU CN Agent365 Blueprint -> Microsoft Graph","write_capable_delegated_grant","HIGH","write_scope_count=3;write_scope_names=Chat.ReadWrite;Files.ReadWrite.All;Mail.ReadWrite","review_scope_need_then_prepare_revoke_or_keep_decision_by_grant","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","grant_review_only; no revoke/update now","if later revoked require re-consent path and affected app owner","grant still present or revoked exactly as approved; no extra grants changed","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","grant_delete_attempted_without_artifact_approval|permission_mutation_attempted|business_owner_missing"
"entra.review.cb37bb298192","2026-06-03T23:43:33.7127027Z","service_principal","entra.sp.c88dec4fdab2","P2P Server","service_principal_credential_present","HIGH","password_credential_count=1;expired=1","confirm_owner_and_rotation_or_removal_plan","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","credential_review_only; no credential read or change","if later changed require dependency inventory and recovery owner","credential not exposed; action decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","credential_value_exposed|artifact_approval_missing|credential_change_attempted"
"entra.review.afc17e37ac8d","2026-06-03T23:43:33.7127027Z","service_principal","entra.sp.fd9a7bf9885c","Modern Support Connector","service_principal_disabled","LOW","account_enabled=false","confirm_expected_disabled_state_or_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","state_review_only; no service principal delete","if later deleted require service principal restore/recreate plan","disabled state accepted or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","artifact_approval_missing|tenant_mutation_attempted"
"entra.review.0dbe1cfbb5a0","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.dcd246414782","Adobe Acrobat for Microsoft Teams","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.449f9706398d","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.7a2d9bf2f59b","Adobe Acrobat for Microsoft Word, Excel, and PowerPoint","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.bb6564dec559","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.39b42ef93921","Adobe Acrobat Sign for Microsoft Outlook","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.3bc527f2894a","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.12ebf99e6e10","Adobe Acrobat Sign for Microsoft Teams and Microsoft 365","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.347ee52baf82","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.b72c3a49b7be","Adobe Acrobat Sign for Microsoft Word and PowerPoint","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.9c5d93f35f44","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.b428e9046bf2","Agent 365 CLI","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.78cfc3097b87","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.b0de99588be3","GPT Enzo","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.5f134ebf494c","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.bd002bdfdff7","P2P Server","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.8ea841a3981c","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.f71507a1e568","SDU-CN Seshat Teams Connector Pilot","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.bf5b14a714a8","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.1fa00da5285c","SGIN_Canon_Deploy_Runtime_20260418","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.1a7561ecc70c","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.b8faf88b1c82","SGIN-Audit-PnP","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.60790bbb3f14","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.8e2f6227adc0","SGIN-Graph-Planner-Comments","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.64e976af3767","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.f050c84b0f16","SGIN-Graph-Planner-ReadOnly","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.9e10f84a7ffb","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.892efa766121","SGIN-Graph-Planner-ReadOnly-Metadata","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.63a0a229b089","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.cc08b3c49be2","SharePoint Online Client Extensibility Web Application Principal","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
"entra.review.62752a4869be","2026-06-03T23:43:33.7127027Z","app_registration","entra.app.bb25359115b7","Tango factura - Clientes","owner_missing_or_not_visible","MEDIUM","owner_count=0_or_not_visible","confirm_business_owner_or_mark_retire_candidate","review_only_prepare_artifact_decision","tenant_mutation|delete_app|delete_service_principal|delete_grant|permission_change|credential_change|consent_change|role_assignment|production","owner_review_only; no tenant mutation","no tenant rollback for review; if later retired require restore/recreate plan by app artifact","owner confirmed or retire decision recorded","ENTRA_APPLICATION_REGISTRY_20260603|ENTRA_SERVICE_PRINCIPAL_REGISTRY_20260603|ENTRA_PERMISSION_GRANT_REGISTRY_20260603","READY_FOR_HUMAN_ARTIFACT_APPROVAL","owner_unresolved|artifact_approval_missing|tenant_mutation_attempted"
