"registry_id","generated_at_utc","tenant_domain","tenant_id_hash","grant_hash","client_hash","client_display_name","resource_hash","resource_display_name","principal_hash","consent_type","scope_count","write_scope_count","write_scope_names","scope_names","risk","governance_status","blocked_actions","rollback","stop_condition"
"entra.grant.938f7268b269","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","938f7268b269","1d2f66caa551","GPT Enzo","a6d51a7a9de7","Microsoft Flow Service","","AllPrincipals","3","1","Flows.Manage.All","Flows.Manage.All;Flows.Read.All;User","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.882f1cdae758","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","882f1cdae758","d74acf4e564f","GPT for Excel Word","74bb62be0a27","Microsoft Graph","","AllPrincipals","4","0","","email;offline_access;openid;profile","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.f87053a08617","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","f87053a08617","349724c43b6c","Sales Qualification Agent Config Assistant (Microsoft Copilot Studio)","0c12d485dc2e","Microsoft Dataverse Connector","","AllPrincipals","2","0","","Rows.ReadAll.WithOrganization;UnboundAction.Perform.WithOrganization","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.6aad013ec9d8","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","6aad013ec9d8","349724c43b6c","Sales Qualification Agent Config Assistant (Microsoft Copilot Studio)","484c2433c488","Azure API Connections","","AllPrincipals","1","0","","Runtime.All","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.b83fe861c59d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","b83fe861c59d","d73fdecb9e40","Adobe Acrobat Sign for Microsoft365","74bb62be0a27","Microsoft Graph","","AllPrincipals","1","0","","User.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.60961596f60f","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","60961596f60f","b604e564bdd4","Adobe Document Cloud","a626bd967b1d","Windows Azure Active Directory","","AllPrincipals","1","0","","User.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.1b1642709c0a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","1b1642709c0a","b604e564bdd4","Adobe Document Cloud","74bb62be0a27","Microsoft Graph","","AllPrincipals","2","2","Files.ReadWrite.All;User.ReadWrite","Files.ReadWrite.All;User.ReadWrite","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.80b3c5751953","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","80b3c5751953","ab2645b5170c","Adobe Acrobat","74bb62be0a27","Microsoft Graph","","AllPrincipals","14","1","Files.ReadWrite.All","Calendars.ReadBasic;ChatMessage.Send;email;Files.Read.All;Files.ReadWrite.All;Mail.Read;offline_access;OnlineMeetings.Read;OnlineMeetingTranscript.Read.All;openid;profile;Team.ReadBasic.All;User.Read;User.ReadBasic.All","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.0210afb01bea","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","0210afb01bea","987638d24dfb","Adobe Acrobat - SharePoint","74bb62be0a27","Microsoft Graph","","AllPrincipals","3","1","Sites.ReadWrite.All","offline_access;Sites.ReadWrite.All;User.Read","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.359452e9a109","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","359452e9a109","59e4bd75a1da","Minutas Teams","74bb62be0a27","Microsoft Graph","dcee684b0535","Principal","4","0","","email;offline_access;openid;profile","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.47cb8cbbedc3","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","47cb8cbbedc3","59e4bd75a1da","Minutas Teams","74bb62be0a27","Microsoft Graph","","AllPrincipals","4","0","","email;offline_access;openid;profile","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.a6cd29956e93","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","a6cd29956e93","59e4bd75a1da","Minutas Teams","74bb62be0a27","Microsoft Graph","d6319d614b77","Principal","4","0","","email;offline_access;openid;profile","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.8ec93752814d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","8ec93752814d","a48d236f1f53","M365 MCP Client for Claude","26ba2c67f29e","M365 MCP Server for Claude","","AllPrincipals","1","0","","access_as_user","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.28e066d5131e","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","28e066d5131e","a48d236f1f53","M365 MCP Client for Claude","74bb62be0a27","Microsoft Graph","","AllPrincipals","2","0","","offline_access;User.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.7668352778a8","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","7668352778a8","bfc9dad3f549","SGIN-Audit-PnP","173828a047f3","Power Platform API","","AllPrincipals","23","12","AiFlows.Ai.Write;AiFlows.Runs.Write;AiFlows.Workflows.Write;AppManagement.ApplicationPackages.Install;AppManagement.ApplicationPackages.Read;Authorization.RoleAssignments.Write;EnvironmentManagement.Environments.Read;EnvironmentManagement.Groups.Read;EnvironmentManagement.Groups.ReadWrite;EnvironmentManagement.Settings.Read;EnvironmentManagement.Settings.ReadWrite;PowerAutomate.Flows.Write","AiFlows.Ai.Execute;AiFlows.Ai.Read;AiFlows.Ai.Write;AiFlows.Connections.Read;AiFlows.Runs.Execute;AiFlows.Runs.Read;AiFlows.Runs.Write;AiFlows.Workflows.Execute;AiFlows.Workflows.Read;AiFlows.Workflows.Write;AppManagement.ApplicationPackages.Install;AppManagement.ApplicationPackages.Read;Authorization.RoleAssignments.Read;Authorization.RoleAssignments.Write;EnvironmentManagement.Environments.Read;EnvironmentManagement.Groups.Read;EnvironmentManagement.Groups.ReadWrite;EnvironmentManagement.Settings.Read;EnvironmentManagement.Settings.ReadWrite;PowerApps.Apps.Play;PowerApps.Apps.Read;PowerAutomate.Flows.Read;PowerAutomate.Flows.Write","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.27dce6476da1","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","27dce6476da1","bfc9dad3f549","SGIN-Audit-PnP","4c74db359237","Graph Connector Service","","AllPrincipals","4","1","ExternalItem.ReadWrite.All","ExternalConnection.Read.All;ExternalItem.Read.All;ExternalItem.ReadWrite.All;WebhookData.Read.All","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.23a8015c5ea5","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","23a8015c5ea5","bfc9dad3f549","SGIN-Audit-PnP","ac66862eb990","Office 365 SharePoint Online","","AllPrincipals","4","3","AllSites.FullControl;AllSites.Manage;AllSites.Write","AllSites.FullControl;AllSites.Manage;AllSites.Read;AllSites.Write","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.05356bfd910e","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","05356bfd910e","bfc9dad3f549","SGIN-Audit-PnP","2519c7d57b89","SharePoint Online Client Extensibility Web Application Principal","","AllPrincipals","1","0","","user_impersonation","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.1b71b56094c4","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","1b71b56094c4","bfc9dad3f549","SGIN-Audit-PnP","d5668ab391a6","Connectors","","AllPrincipals","1","1","webhook.readwrite.all","webhook.readwrite.all","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.cf38d187ee36","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","cf38d187ee36","bfc9dad3f549","SGIN-Audit-PnP","74bb62be0a27","Microsoft Graph","","AllPrincipals","23","7","ServicePrincipalEndpoint.ReadWrite.All;SharePointCrossTenantMigration.Manage.All;SharePointTenantSettings.ReadWrite.All;Sites.FullControl.All;Sites.Manage.All;Sites.ReadWrite.All;Tasks.ReadWrite","Files.Read.All;Group.Read.All;ListItems.SelectedOperations.Selected;Lists.SelectedOperations.Selected;offline_access;openid;profile;ServicePrincipalEndpoint.Read.All;ServicePrincipalEndpoint.ReadWrite.All;SharePointCrossTenantMigration.Manage.All;SharePointCrossTenantMigration.Read.All;SharePointTenantSettings.Read.All;SharePointTenantSettings.ReadWrite.All;Sites.Create.All;Sites.FullControl.All;Sites.Manage.All;Sites.Read.All;Sites.ReadWrite.All;Sites.Selected;Tasks.Read;Tasks.ReadWrite;Topic.Read.All;User.Read","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.c8a0d0d7dc6a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","c8a0d0d7dc6a","bfc9dad3f549","SGIN-Audit-PnP","a6d51a7a9de7","Microsoft Flow Service","","AllPrincipals","8","3","Approvals.Manage.All;Flows.Manage.All;Flows.Write.Plans","Activity.Read.All;Approvals.Manage.All;Approvals.Read.All;Flows.Manage.All;Flows.Read.All;Flows.Read.Plans;Flows.Write.Plans;User","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.e0db7c592b36","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","e0db7c592b36","bfc9dad3f549","SGIN-Audit-PnP","464794b36d86","Dataverse","","AllPrincipals","2","0","","mcp.tools;user_impersonation","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
