"registry_id","generated_at_utc","tenant_domain","tenant_id_hash","display_name","app_display_name","service_principal_hash","app_id_hash","app_owner_organization_hash","service_principal_type","account_enabled","app_role_assignment_required","sign_in_audience","created_date_utc","disabled_by_microsoft_status","is_disabled","visible_as_app_registration","app_role_count","oauth2_permission_scope_count","resource_specific_application_permission_count","notification_email_count","tag_count","password_credential_count","password_credential_expired_count","password_credential_expires_30d_count","password_credential_nearest_end_utc","key_credential_count","key_credential_expired_count","key_credential_expires_30d_count","key_credential_nearest_end_utc","governance_status","risk_flags","blocked_actions","rollback","stop_condition"
"entra.sp.cc596a03cb5f","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Billing RP","Billing RP","cc596a03cb5f","41c622a50021","00c332260d9f","Application","True","False","AzureADMultipleOrgs","10/29/2024 20:08:59","","","false","15","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.4726f0060a0e","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Bing","Bing","4726f0060a0e","44575ab0435a","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:43","","","false","1","14","0","0","3","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.591a19f43a5c","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","guid_display_name_hash_328e95103c00","guid_display_name_hash_328e95103c00","591a19f43a5c","8921e323f6b9","2f907be3ac33","Application","True","False","","12/13/2025 02:09:26","","","false","1","1","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.1b146c697106","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CABProvisioning","CABProvisioning","1b146c697106","60657a460973","00c332260d9f","Application","True","False","AzureADMultipleOrgs","06/08/2025 08:17:59","","","false","1","0","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.62bf85298ba4","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Call Quality Dashboard","Call Quality Dashboard","62bf85298ba4","7549a8ca3b22","00c332260d9f","Application","True","False","AzureADMultipleOrgs","02/18/2025 13:22:15","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.c5621c1eab32","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Call Recorder","Call Recorder","c5621c1eab32","277e7b0579d5","00c332260d9f","Application","True","False","AzureADMultipleOrgs","07/25/2025 21:38:20","","","false","0","1","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.111f33bd2809","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CAP NEPTUNE IL Prod","CAP NEPTUNE IL Prod","111f33bd2809","0c28e0892cb7","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/17/2025 12:38:02","","","false","0","0","0","0","3","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.a26d7591291a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CAP Neptune Prod CM Prod","CAP Neptune Prod CM Prod","a26d7591291a","4cc46e0660c0","00c332260d9f","Application","True","False","AzureADMultipleOrgs","02/02/2023 13:36:10","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.baeaf895be36","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Case Enrichment Onboarding Agent (Microsoft Copilot Studio)","","baeaf895be36","baeaf895be36","","ServiceIdentity","True","False","","04/13/2026 03:28:01","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.516b382c8a7a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Case Enrichment Onboarding Agent (Microsoft Copilot Studio)","","516b382c8a7a","516b382c8a7a","","ServiceIdentity","True","False","","05/03/2026 07:49:41","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.120412a158c6","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Case Management Agent (Microsoft Copilot Studio)","Case Management Agent (Microsoft Copilot Studio)","120412a158c6","dc5adfa6a9bb","1e508d8cca20","Application","True","False","AzureADMyOrg","01/13/2026 07:39:02","","","true","0","0","0","0","5","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.876855367c72","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Case Management Agent (Microsoft Copilot Studio)","","876855367c72","876855367c72","","ServiceIdentity","True","False","","01/30/2026 09:01:40","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.9efb356da3d2","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CCM TAGS","CCM TAGS","9efb356da3d2","986926ef2a07","00c332260d9f","Application","True","False","AzureADMultipleOrgs","02/08/2025 14:05:59","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.36ddbde861cd","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CCM_Pricing_PROD","CCM_Pricing_PROD","36ddbde861cd","cce6c6e402c7","00c332260d9f","Application","True","False","AzureADMultipleOrgs","02/08/2025 14:05:59","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.cdd969cd039d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CDS Web Server Role SAM","CDS Web Server Role SAM","cdd969cd039d","ff564e3e71d5","00c332260d9f","Application","True","False","AzureADMultipleOrgs","11/25/2025 18:43:48","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.4d13e866f590","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Centralized Deployment","Centralized Deployment","4d13e866f590","4d380103548e","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 18:28:26","","","false","0","0","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.b9df31089a9c","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","ChatGPT","ChatGPT","b9df31089a9c","3e6ce15544f6","c239d6096cbc","Application","True","True","AzureADandPersonalMicrosoftAccount","12/03/2024 20:27:54","","","false","0","0","0","0","3","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","APP_ROLE_ASSIGNMENT_REQUIRED","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.e845f2a6f365","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","ChatMigrationService1P","ChatMigrationService1P","e845f2a6f365","e4c9f639664a","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:55","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.b413fed772e1","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CIWebService","CIWebService","b413fed772e1","7f48349ef9a6","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/13/2023 03:57:10","","True","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.8688e92df68b","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CloudLicensingSystem","CloudLicensingSystem","8688e92df68b","2365298e1789","00c332260d9f","Application","True","False","AzureADMultipleOrgs","03/02/2023 18:59:28","","","false","0","1","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.3bea2676150d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CMAT","CMAT","3bea2676150d","ec5bfa2b7bc1","00c332260d9f","Application","True","False","AzureADMultipleOrgs","01/02/2025 13:44:16","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.0e2f7384d937","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CommComplianceApp","CommComplianceApp","0e2f7384d937","7054e3c205f1","00c332260d9f","Application","True","False","AzureADMultipleOrgs","01/12/2026 01:29:52","","","false","1","1","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.6dd00e9134ab","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","commerce-copilot-firstpartyappid","commerce-copilot-firstpartyappid","6dd00e9134ab","aec07c527c02","00c332260d9f","Application","True","False","AzureADMultipleOrgs","02/08/2025 14:05:59","","","false","0","0","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.78764c93212d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Common Data Service License Management","Common Data Service License Management","78764c93212d","fcc4010a9eb6","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:52","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.5e4867fff65b","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Common Data Service User Management","Common Data Service User Management","5e4867fff65b","b9dc316f41bb","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:52","","","false","0","0","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.5d52dd1f7fa6","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","ComplianceAuthServer","ComplianceAuthServer","5d52dd1f7fa6","7bfa544ba60c","00c332260d9f","Application","True","False","AzureADMultipleOrgs","06/13/2025 13:12:30","","","false","6","4","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.af3a4814216c","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CompliancePolicy","CompliancePolicy","af3a4814216c","56735421bb36","00c332260d9f","Application","True","False","AzureADMultipleOrgs","08/04/2023 12:15:56","","","false","3","3","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.d862d15904c8","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","ComplianceWorkbenchApp","M365PurvieweDiscoveryInfra","d862d15904c8","8385edb3097b","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 16:02:04","","","false","0","2","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.a730ed839364","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Conference Auto Attendant","Conference Auto Attendant","a730ed839364","cad23a28b855","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:54","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.88939f89490a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Conferencing Virtual Assistant","Conferencing Virtual Assistant","88939f89490a","7a9f880e65bb","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:54","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.a9a9ac00af69","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Configuration Manager Microservice","Configuration Manager Microservice","a9a9ac00af69","347256ffaa51","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:56","","","false","12","7","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.d5668ab391a6","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Connectors","Connectors","d5668ab391a6","11e39bfff7d9","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:43","","","false","0","1","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.b63de7613dff","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","console-m365d","console-m365d","b63de7613dff","b14960eb925b","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/16/2025 14:46:30","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.8210245d4dfc","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Copilot en Power Apps - Copilot Studio Kit (Microsoft Copilot Studio)","","8210245d4dfc","8210245d4dfc","","ServiceIdentity","True","False","","12/28/2025 04:07:16","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.e4ab8a2e1afa","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Copilot in Dynamics 365 Sales (Microsoft Copilot Studio)","","e4ab8a2e1afa","e4ab8a2e1afa","","ServiceIdentity","True","False","","01/14/2026 05:58:29","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.5503d5ba965d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Copilot in Dynamics 365 Sales (Microsoft Copilot Studio)","Copilot in Dynamics 365 Sales (Microsoft Copilot Studio)","5503d5ba965d","e18534344e30","1e508d8cca20","Application","True","False","AzureADMyOrg","01/14/2026 06:57:13","","","true","0","0","0","0","5","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.970f2c477181","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Copilot RUC  Registro nico de Clientes (Microsoft Copilot Studio)","","970f2c477181","970f2c477181","","ServiceIdentity","True","False","","03/12/2026 16:50:05","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.ec2199d771a1","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Copiloto Playbook NotebookLM (Microsoft Copilot Studio)","Copiloto Playbook NotebookLM (Microsoft Copilot Studio)","ec2199d771a1","9991b6e284a2","1e508d8cca20","Application","True","False","AzureADMyOrg","11/15/2025 03:28:53","","","true","0","0","0","0","5","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.4ee6bcf39feb","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Cortana at Work Service","Cortana at Work Service","4ee6bcf39feb","4f2267e91c06","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:42","","","false","1","0","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.44128a27f45a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Cortana Runtime Service","Cortana Runtime Service","44128a27f45a","4f93dd0078e3","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:43","","","false","2","1","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.3b81e22b4f89","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Coworker","Coworker","3b81e22b4f89","cc61fcfb54b2","00c332260d9f","Application","True","False","AzureADMultipleOrgs","05/10/2026 10:38:45","","","false","0","1","0","0","3","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.76af6fa84c69","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CPIM Service","CPIM Service","76af6fa84c69","70666378f9b5","00c332260d9f","Application","True","False","AzureADMultipleOrgs","09/24/2023 03:03:37","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.86a96eb6c305","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Creador de Copilots 365 (Microsoft Copilot Studio)","Creador de Copilots 365 (Microsoft Copilot Studio)","86a96eb6c305","c7d303604f1c","1e508d8cca20","Application","True","False","AzureADMyOrg","11/27/2025 05:31:30","","","true","0","0","0","0","5","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.9582a7304b3f","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Creador estratgico  (Microsoft Copilot Studio)","Creador estratgico  (Microsoft Copilot Studio)","9582a7304b3f","e68236ba1eda","1e508d8cca20","Application","True","False","AzureADMyOrg","11/27/2025 04:29:14","","","true","0","0","0","0","5","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.87a7b0038a7b","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Customer Experience Platform PROD","Customer Experience Platform PROD","87a7b0038a7b","d31764383401","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 15:56:52","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.2a7300e9b807","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Customer Service Copilot Bot (Microsoft Copilot Studio)","Customer Service Copilot Bot (Microsoft Copilot Studio)","2a7300e9b807","e8a1a1292e44","1e508d8cca20","Application","True","False","AzureADMyOrg","01/13/2026 07:17:07","","","true","0","0","0","0","5","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
