"branch_canonica","archivo","grupo_semantico","rol_del_artefacto","conflicto_detectado","decision_preliminar"
"codex/feature/agents/global-operability-next-lane__ISSUE-RECON-008",".agents/codex/matrices/PARALLEL_OPERATION_CRITERIA_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/feature/agents/global-operability-next-lane__ISSUE-RECON-008",".agents/codex/readbacks/2026-06-05_agent_global_operability_next_lane_execution_readback.md","GRUPO_C_EVIDENCIA_READBACKS","readback_evidencia_historica","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/feature/agents/global-operability-next-lane__ISSUE-RECON-008",".gitignore","GRUPO_E_CONFIGURACION_BORDE","archivo_de_borde_ruido_local","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_SEMAPHORE_MATRIX_20260605.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/CHANGE_AWARE_IMPACT_GRAPH.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/CHANGE_AWARE_TEST_MANIFEST.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/TOOL_GOVERNANCE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/readbacks/2026-06-05_agent_global_operability_semaphore_matrix_readback.md","GRUPO_C_EVIDENCIA_READBACKS","readback_evidencia_historica","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/tools/TOOL_INDEX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","validador_o_tool_local","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/tools/local_validate_agent_global_operability_package.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","validador_o_tool_local","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","SEPARAR_EN_WORKPAPER"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/tools/local_validate_agent_global_operability_semaphore.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","validador_o_tool_local","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".gitignore","GRUPO_E_CONFIGURACION_BORDE","archivo_de_borde_ruido_local","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009","MANIFEST.yaml","GRUPO_A_CANON_DOCTRINA","canon_rector_o_politica","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/cabina/post-pr101-next-lane-selection__ISSUE-RECON-010",".agents/codex/readbacks/2026-06-05_post_pr101_next_lane_selection_readback.md","GRUPO_C_EVIDENCIA_READBACKS","readback_evidencia_historica","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/cabina/post-pr101-next-lane-selection__ISSUE-RECON-010",".gitignore","GRUPO_E_CONFIGURACION_BORDE","archivo_de_borde_ruido_local","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/matrices/CABINA_PROCESS_RESCUE_MULTI_REPO_EXECUTION_PLAN_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/matrices/CABINA_PROCESS_RESCUE_MULTI_REPO_PROCESS_MATRIX_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/readbacks/2026-06-05_process_rescue_multirepo_sdu_api_readback.md","GRUPO_C_EVIDENCIA_READBACKS","readback_evidencia_historica","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".gitignore","GRUPO_E_CONFIGURACION_BORDE","archivo_de_borde_ruido_local","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/process/rescue-framework__ISSUE-RECON-011","governance/canon/CABINA_PROCESS_RESCUE_MULTI_REPO_FRAMEWORK_20260605.md","GRUPO_A_CANON_DOCTRINA","canon_rector_o_politica","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_de_catalogo_skill","VALIDATOR_DETECTED_MISSING_SKILL_ROW","FUSION_SEMANTICA"
